Simulator streaming data to projects/project-44e3d7cf-953b-4eaa-b79/topics/ev-telemetry-raw... Press Ctrl+C to stop.
→ Published: EVSE-001 | V=389.0V | Temp=34.5C | Fault=None
→ Published: EVSE-005 | V=387.6V | Temp=38.1C | Fault=None
→ Published: EVSE-001 | V=414.3V | Temp=24.0C | Fault=None
→ Published: EVSE-002 | V=404.3V | Temp=38.3C | Fault=None
→ Published: EVSE-003 | V=397.2V | Temp=38.6C | Fault=None
→ Published: EVSE-004 | V=387.5V | Temp=26.3C | Fault=None
→ Published: EVSE-005 | V=412.3V | Temp=36.2C | Fault=None
→ Published: EVSE-001 | V=412.2V | Temp=23.9C | Fault=None
→ Published: EVSE-002 | V=416.3V | Temp=23.2C | Fault=None
→ Published: EVSE-003 | V=389.5V | Temp=30.3C | Fault=None
→ Published: EVSE-004 | V=302.7V | Temp=81.1C | Fault=F001_OVERHEAT
→ Published: EVSE-005 | V=390.8V | Temp=24.9C | Fault=None
→ Published: EVSE-001 | V=401.2V | Temp=37.0C | Fault=None
→ Published: EVSE-002 | V=384.4V | Temp=41.4C | Fault=None
→ Published: EVSE-003 | V=419.2V | Temp=33.8C | Fault=None
→ Published: EVSE-004 | V=414.0V | Temp=38.7C | Fault=None
→ Published: EVSE-005 | V=394.9V | Temp=36.8C | Fault=None
→ Published: EVSE-001 | V=391.0V | Temp=29.7C | Fault=None
→ Published: EVSE-002 | V=330.5V | Temp=88.7C | Fault=F001_OVERHEAT
→ Published: EVSE-003 | V=386.9V | Temp=41.4C | Fault=None
→ Published: EVSE-004 | V=300.6V | Temp=87.0C | Fault=F001_OVERHEAT
→ Published: EVSE-005 | V=266.8V | Temp=71.4C | Fault=F001_OVERHEAT
→ Published: EVSE-001 | V=412.1V | Temp=38.0C | Fault=None
→ Published: EVSE-002 | V=387.8V | Temp=28.1C | Fault=None
→ Published: EVSE-003 | V=403.2V | Temp=25.0C | Fault=None
→ Published: EVSE-004 | V=402.3V | Temp=44.4C | Fault=None
→ Published: EVSE-005 | V=383.7V | Temp=44.5C | Fault=None
→ Published: EVSE-001 | V=390.1V | Temp=39.3C | Fault=None
→ Published: EVSE-002 | V=416.9V | Temp=35.4C | Fault=None
→ Published: EVSE-003 | V=416.3V | Temp=21.6C | Fault=None
→ Published: EVSE-004 | V=402.2V | Temp=41.4C | Fault=None
→ Published: EVSE-005 | V=418.9V | Temp=36.0C | Fault=None
→ Published: EVSE-001 | V=381.2V | Temp=37.3C | Fault=None
→ Published: EVSE-002 | V=389.3V | Temp=36.6C | Fault=None
→ Published: EVSE-003 | V=410.9V | Temp=43.8C | Fault=None
→ Published: EVSE-004 | V=382.4V | Temp=29.8C | Fault=None
→ Published: EVSE-005 | V=410.8V | Temp=39.5C | Fault=None
→ Published: EVSE-001 | V=396.6V | Temp=41.7C | Fault=None
→ Published: EVSE-002 | V=383.5V | Temp=25.3C | Fault=None
→ Published: EVSE-003 | V=387.3V | Temp=25.5C | Fault=None
→ Published: EVSE-004 | V=308.8V | Temp=79.3C | Fault=F001_OVERHEAT
→ Published: EVSE-005 | V=388.0V | Temp=43.9C | Fault=None
→ Published: EVSE-001 | V=388.3V | Temp=27.6C | Fault=None
→ Published: EVSE-002 | V=257.4V | Temp=70.4C | Fault=F002_UNDERVOLT
→ Published: EVSE-003 | V=398.5V | Temp=24.6C | Fault=None
→ Published: EVSE-004 | V=412.4V | Temp=21.8C | Fault=None
→ Published: EVSE-005 | V=380.4V | Temp=40.9C | Fault=None
→ Published: EVSE-001 | V=390.2V | Temp=34.3C | Fault=None
→ Published: EVSE-002 | V=279.0V | Temp=89.3C | Fault=F002_UNDERVOLT
→ Published: EVSE-003 | V=397.5V | Temp=28.5C | Fault=None
→ Published: EVSE-004 | V=385.2V | Temp=29.8C | Fault=None
→ Published: EVSE-005 | V=388.3V | Temp=29.0C | Fault=None
→ Published: EVSE-001 | V=417.2V | Temp=22.7C | Fault=None
→ Published: EVSE-002 | V=402.5V | Temp=20.0C | Fault=None
→ Published: EVSE-003 | V=261.2V | Temp=77.0C | Fault=F001_OVERHEAT
→ Published: EVSE-004 | V=305.4V | Temp=82.9C | Fault=F001_OVERHEAT
→ Published: EVSE-005 | V=419.4V | Temp=20.2C | Fault=None
→ Published: EVSE-001 | V=381.5V | Temp=40.0C | Fault=None
→ Published: EVSE-002 | V=389.8V | Temp=25.4C | Fault=None
→ Published: EVSE-003 | V=400.4V | Temp=36.2C | Fault=None
→ Published: EVSE-004 | V=401.1V | Temp=31.1C | Fault=None
→ Published: EVSE-005 | V=391.8V | Temp=31.6C | Fault=None
→ Published: EVSE-001 | V=388.0V | Temp=43.7C | Fault=None
→ Published: EVSE-002 | V=397.1V | Temp=43.0C | Fault=None
→ Published: EVSE-003 | V=384.3V | Temp=22.8C | Fault=None
→ Published: EVSE-004 | V=417.6V | Temp=23.1C | Fault=None
→ Published: EVSE-005 | V=274.5V | Temp=69.1C | Fault=F001_OVERHEAT
→ Published: EVSE-001 | V=300.4V | Temp=78.6C | Fault=F002_UNDERVOLT
→ Published: EVSE-002 | V=416.2V | Temp=34.3C | Fault=None
→ Published: EVSE-003 | V=410.4V | Temp=21.2C | Fault=None
→ Published: EVSE-004 | V=392.4V | Temp=21.9C | Fault=None
→ Published: EVSE-005 | V=404.2V | Temp=21.5C | Fault=None
→ Published: EVSE-001 | V=381.3V | Temp=44.6C | Fault=None
→ Published: EVSE-002 | V=380.7V | Temp=30.1C | Fault=None
→ Published: EVSE-003 | V=384.5V | Temp=24.2C | Fault=None
→ Published: EVSE-004 | V=404.7V | Temp=25.9C | Fault=None
→ Published: EVSE-005 | V=398.8V | Temp=43.5C | Fault=None
→ Published: EVSE-001 | V=382.5V | Temp=36.7C | Fault=None
→ Published: EVSE-002 | V=419.4V | Temp=37.1C | Fault=None
→ Published: EVSE-003 | V=417.8V | Temp=44.4C | Fault=None
→ Published: EVSE-004 | V=410.4V | Temp=34.3C | Fault=None
→ Published: EVSE-005 | V=414.2V | Temp=29.6C | Fault=None
→ Published: EVSE-001 | V=410.4V | Temp=27.4C | Fault=None
→ Published: EVSE-002 | V=386.2V | Temp=42.2C | Fault=None
→ Published: EVSE-003 | V=404.1V | Temp=29.0C | Fault=None
→ Published: EVSE-004 | V=400.1V | Temp=41.4C | Fault=None
→ Published: EVSE-005 | V=419.7V | Temp=42.0C | Fault=None
→ Published: EVSE-001 | V=415.8V | Temp=44.6C | Fault=None
→ Published: EVSE-002 | V=405.5V | Temp=24.5C | Fault=None
→ Published: EVSE-003 | V=393.0V | Temp=29.4C | Fault=None
→ Published: EVSE-004 | V=386.4V | Temp=34.7C | Fault=None
→ Published: EVSE-005 | V=391.4V | Temp=24.2C | Fault=None
→ Published: EVSE-001 | V=415.5V | Temp=28.8C | Fault=None
→ Published: EVSE-002 | V=419.7V | Temp=24.7C | Fault=None
→ Published: EVSE-003 | V=380.8V | Temp=39.9C | Fault=None
→ Published: EVSE-004 | V=388.8V | Temp=25.5C | Fault=None
→ Published: EVSE-005 | V=401.3V | Temp=39.1C | Fault=None
→ Published: EVSE-001 | V=397.6V | Temp=37.8C | Fault=None
→ Published: EVSE-002 | V=411.2V | Temp=43.0C | Fault=None
→ Published: EVSE-003 | V=409.1V | Temp=34.5C | Fault=None
→ Published: EVSE-004 | V=381.3V | Temp=26.6C | Fault=None
→ Published: EVSE-005 | V=389.4V | Temp=40.9C | Fault=None
→ Published: EVSE-001 | V=393.5V | Temp=25.2C | Fault=None
→ Published: EVSE-002 | V=389.5V | Temp=28.3C | Fault=None
→ Published: EVSE-003 | V=381.7V | Temp=20.1C | Fault=None
→ Published: EVSE-004 | V=399.3V | Temp=38.8C | Fault=None
→ Published: EVSE-005 | V=404.6V | Temp=39.0C | Fault=None
→ Published: EVSE-001 | V=417.5V | Temp=32.2C | Fault=None
→ Published: EVSE-002 | V=413.4V | Temp=31.3C | Fault=None
→ Published: EVSE-003 | V=394.8V | Temp=42.2C | Fault=None
→ Published: EVSE-004 | V=396.1V | Temp=34.9C | Fault=None
→ Published: EVSE-005 | V=407.1V | Temp=24.9C | Fault=None
→ Published: EVSE-001 | V=416.8V | Temp=38.8C | Fault=None
→ Published: EVSE-002 | V=391.5V | Temp=22.6C | Fault=None
→ Published: EVSE-003 | V=416.0V | Temp=38.3C | Fault=None
→ Published: EVSE-004 | V=393.8V | Temp=29.9C | Fault=None
→ Published: EVSE-005 | V=388.4V | Temp=26.9C | Fault=None
→ Published: EVSE-001 | V=383.8V | Temp=37.9C | Fault=None
→ Published: EVSE-002 | V=414.6V | Temp=25.0C | Fault=None
→ Published: EVSE-003 | V=393.1V | Temp=30.9C | Fault=None
→ Published: EVSE-004 | V=397.9V | Temp=43.6C | Fault=None
→ Published: EVSE-005 | V=418.8V | Temp=39.0C | Fault=None
→ Published: EVSE-001 | V=409.0V | Temp=40.7C | Fault=None
→ Published: EVSE-002 | V=389.6V | Temp=27.5C | Fault=None
→ Published: EVSE-003 | V=409.0V | Temp=26.8C | Fault=None
→ Published: EVSE-004 | V=382.4V | Temp=26.8C | Fault=None
→ Published: EVSE-005 | V=403.0V | Temp=25.1C | Fault=None
→ Published: EVSE-001 | V=400.4V | Temp=30.7C | Fault=None
→ Published: EVSE-002 | V=414.1V | Temp=39.4C | Fault=None
→ Published: EVSE-003 | V=418.8V | Temp=42.2C | Fault=None
→ Published: EVSE-004 | V=390.4V | Temp=21.8C | Fault=None
→ Published: EVSE-005 | V=398.5V | Temp=42.0C | Fault=None
→ Published: EVSE-001 | V=389.2V | Temp=27.0C | Fault=None
→ Published: EVSE-002 | V=396.5V | Temp=39.9C | Fault=None
→ Published: EVSE-003 | V=400.6V | Temp=32.6C | Fault=None
→ Published: EVSE-004 | V=398.8V | Temp=21.9C | Fault=None
→ Published: EVSE-005 | V=419.5V | Temp=33.8C | Fault=None
→ Published: EVSE-001 | V=400.8V | Temp=35.2C | Fault=None
→ Published: EVSE-002 | V=393.1V | Temp=26.7C | Fault=None
→ Published: EVSE-003 | V=395.9V | Temp=41.3C | Fault=None
→ Published: EVSE-004 | V=408.7V | Temp=21.6C | Fault=None
→ Published: EVSE-005 | V=406.3V | Temp=42.6C | Fault=None
→ Published: EVSE-001 | V=415.6V | Temp=31.9C | Fault=None
→ Published: EVSE-002 | V=380.3V | Temp=22.9C | Fault=None
→ Published: EVSE-003 | V=386.5V | Temp=30.4C | Fault=None
→ Published: EVSE-004 | V=394.6V | Temp=37.7C | Fault=None
→ Published: EVSE-005 | V=402.1V | Temp=40.4C | Fault=None
→ Published: EVSE-001 | V=380.4V | Temp=28.0C | Fault=None
→ Published: EVSE-002 | V=413.2V | Temp=20.8C | Fault=None
→ Published: EVSE-003 | V=410.5V | Temp=41.3C | Fault=None
→ Published: EVSE-004 | V=404.5V | Temp=31.4C | Fault=None
→ Published: EVSE-005 | V=401.7V | Temp=39.8C | Fault=None
→ Published: EVSE-001 | V=413.6V | Temp=23.8C | Fault=None
→ Published: EVSE-002 | V=396.5V | Temp=36.3C | Fault=None
→ Published: EVSE-003 | V=381.4V | Temp=23.8C | Fault=None
→ Published: EVSE-004 | V=411.9V | Temp=24.0C | Fault=None
→ Published: EVSE-005 | V=407.3V | Temp=40.1C | Fault=None
→ Published: EVSE-001 | V=383.5V | Temp=39.1C | Fault=None
→ Published: EVSE-002 | V=406.3V | Temp=22.2C | Fault=None
→ Published: EVSE-003 | V=415.5V | Temp=43.4C | Fault=None
→ Published: EVSE-004 | V=412.4V | Temp=24.4C | Fault=None
→ Published: EVSE-005 | V=380.1V | Temp=39.7C | Fault=None
→ Published: EVSE-001 | V=382.9V | Temp=36.6C | Fault=None
→ Published: EVSE-002 | V=380.3V | Temp=35.7C | Fault=None
→ Published: EVSE-003 | V=411.5V | Temp=36.4C | Fault=None
→ Published: EVSE-004 | V=414.3V | Temp=20.9C | Fault=None
→ Published: EVSE-005 | V=419.6V | Temp=27.5C | Fault=None
→ Published: EVSE-001 | V=382.6V | Temp=43.0C | Fault=None
→ Published: EVSE-002 | V=382.2V | Temp=22.5C | Fault=None
→ Published: EVSE-003 | V=419.9V | Temp=28.0C | Fault=None
→ Published: EVSE-004 | V=410.4V | Temp=20.4C | Fault=None
→ Published: EVSE-005 | V=385.0V | Temp=28.5C | Fault=None
→ Published: EVSE-001 | V=410.0V | Temp=30.9C | Fault=None
→ Published: EVSE-002 | V=413.8V | Temp=25.3C | Fault=None
→ Published: EVSE-003 | V=383.5V | Temp=27.7C | Fault=None
→ Published: EVSE-004 | V=408.2V | Temp=21.6C | Fault=None
→ Published: EVSE-005 | V=418.0V | Temp=37.7C | Fault=None
→ Published: EVSE-001 | V=401.7V | Temp=38.7C | Fault=None
→ Published: EVSE-002 | V=407.5V | Temp=38.7C | Fault=None
→ Published: EVSE-003 | V=397.8V | Temp=38.3C | Fault=None
→ Published: EVSE-004 | V=414.0V | Temp=35.1C | Fault=None
→ Published: EVSE-005 | V=412.5V | Temp=21.2C | Fault=None
→ Published: EVSE-001 | V=329.6V | Temp=84.3C | Fault=F002_UNDERVOLT
→ Published: EVSE-002 | V=405.7V | Temp=26.3C | Fault=None
→ Published: EVSE-003 | V=416.5V | Temp=30.4C | Fault=None
→ Published: EVSE-004 | V=383.3V | Temp=44.9C | Fault=None
→ Published: EVSE-005 | V=406.9V | Temp=43.3C | Fault=None
→ Published: EVSE-001 | V=382.1V | Temp=24.9C | Fault=None
→ Published: EVSE-002 | V=394.0V | Temp=24.9C | Fault=None
→ Published: EVSE-003 | V=229.3V | Temp=65.3C | Fault=F001_OVERHEAT
→ Published: EVSE-004 | V=395.6V | Temp=32.1C | Fault=None
→ Published: EVSE-005 | V=411.4V | Temp=27.5C | Fault=None
→ Published: EVSE-001 | V=394.1V | Temp=29.9C | Fault=None
→ Published: EVSE-002 | V=383.5V | Temp=23.2C | Fault=None
→ Published: EVSE-003 | V=386.1V | Temp=44.4C | Fault=None
→ Published: EVSE-004 | V=413.0V | Temp=41.1C | Fault=None
→ Published: EVSE-005 | V=382.0V | Temp=36.3C | Fault=None
→ Published: EVSE-001 | V=405.0V | Temp=24.1C | Fault=None
→ Published: EVSE-002 | V=407.0V | Temp=20.8C | Fault=None
→ Published: EVSE-003 | V=410.5V | Temp=30.9C | Fault=None
→ Published: EVSE-004 | V=389.8V | Temp=37.1C | Fault=None
→ Published: EVSE-005 | V=405.5V | Temp=35.6C | Fault=None
→ Published: EVSE-001 | V=395.2V | Temp=25.4C | Fault=None
→ Published: EVSE-002 | V=417.9V | Temp=30.8C | Fault=None
→ Published: EVSE-003 | V=411.0V | Temp=42.2C | Fault=None
→ Published: EVSE-004 | V=400.7V | Temp=33.8C | Fault=None
→ Published: EVSE-005 | V=403.7V | Temp=38.0C | Fault=None
→ Published: EVSE-001 | V=411.1V | Temp=30.9C | Fault=None
→ Published: EVSE-002 | V=384.2V | Temp=41.8C | Fault=None
→ Published: EVSE-003 | V=380.4V | Temp=41.0C | Fault=None
→ Published: EVSE-004 | V=406.8V | Temp=34.6C | Fault=None
→ Published: EVSE-005 | V=416.6V | Temp=39.1C | Fault=None
→ Published: EVSE-001 | V=416.4V | Temp=39.6C | Fault=None
→ Published: EVSE-002 | V=289.9V | Temp=74.2C | Fault=F001_OVERHEAT
→ Published: EVSE-003 | V=419.9V | Temp=25.0C | Fault=None
→ Published: EVSE-004 | V=391.7V | Temp=42.0C | Fault=None
→ Published: EVSE-005 | V=402.3V | Temp=35.3C | Fault=None
→ Published: EVSE-001 | V=401.6V | Temp=32.4C | Fault=None
→ Published: EVSE-002 | V=388.7V | Temp=28.2C | Fault=None
→ Published: EVSE-003 | V=403.0V | Temp=38.8C | Fault=None
→ Published: EVSE-004 | V=381.4V | Temp=20.1C | Fault=None
→ Published: EVSE-005 | V=399.0V | Temp=23.2C | Fault=None
→ Published: EVSE-001 | V=391.0V | Temp=23.1C | Fault=None
→ Published: EVSE-002 | V=417.0V | Temp=28.4C | Fault=None
→ Published: EVSE-003 | V=410.2V | Temp=38.2C | Fault=None
→ Published: EVSE-004 | V=399.0V | Temp=40.6C | Fault=None
→ Published: EVSE-005 | V=396.4V | Temp=29.4C | Fault=None
→ Published: EVSE-001 | V=394.4V | Temp=25.1C | Fault=None
→ Published: EVSE-002 | V=395.8V | Temp=38.6C | Fault=None
→ Published: EVSE-003 | V=415.0V | Temp=36.2C | Fault=None
→ Published: EVSE-004 | V=382.0V | Temp=43.0C | Fault=None
→ Published: EVSE-005 | V=381.9V | Temp=41.6C | Fault=None
→ Published: EVSE-001 | V=398.8V | Temp=28.9C | Fault=None
→ Published: EVSE-002 | V=413.1V | Temp=23.0C | Fault=None
→ Published: EVSE-003 | V=413.9V | Temp=37.4C | Fault=None
→ Published: EVSE-004 | V=407.9V | Temp=38.2C | Fault=None
→ Published: EVSE-005 | V=410.9V | Temp=23.1C | Fault=None
→ Published: EVSE-001 | V=414.8V | Temp=22.7C | Fault=None
→ Published: EVSE-002 | V=416.9V | Temp=40.1C | Fault=None
→ Published: EVSE-003 | V=389.4V | Temp=28.6C | Fault=None
→ Published: EVSE-004 | V=407.1V | Temp=24.7C | Fault=None
→ Published: EVSE-005 | V=417.1V | Temp=36.0C | Fault=None
→ Published: EVSE-001 | V=400.0V | Temp=31.9C | Fault=None
→ Published: EVSE-002 | V=400.2V | Temp=39.2C | Fault=None
→ Published: EVSE-003 | V=323.2V | Temp=78.0C | Fault=F002_UNDERVOLT
→ Published: EVSE-004 | V=383.3V | Temp=34.3C | Fault=None
→ Published: EVSE-005 | V=404.6V | Temp=28.0C | Fault=None
→ Published: EVSE-001 | V=416.1V | Temp=43.8C | Fault=None
→ Published: EVSE-002 | V=389.3V | Temp=37.4C | Fault=None
→ Published: EVSE-003 | V=395.6V | Temp=38.4C | Fault=None
→ Published: EVSE-004 | V=401.3V | Temp=37.3C | Fault=None
→ Published: EVSE-005 | V=413.3V | Temp=35.9C | Fault=None
→ Published: EVSE-001 | V=410.7V | Temp=24.3C | Fault=None
→ Published: EVSE-002 | V=401.7V | Temp=21.1C | Fault=None
→ Published: EVSE-003 | V=398.3V | Temp=22.6C | Fault=None
→ Published: EVSE-004 | V=392.4V | Temp=37.3C | Fault=None
→ Published: EVSE-005 | V=387.4V | Temp=33.5C | Fault=None
→ Published: EVSE-001 | V=415.3V | Temp=44.9C | Fault=None
→ Published: EVSE-002 | V=406.8V | Temp=31.0C | Fault=None
→ Published: EVSE-003 | V=398.1V | Temp=29.9C | Fault=None
→ Published: EVSE-004 | V=409.4V | Temp=35.1C | Fault=None
→ Published: EVSE-005 | V=387.4V | Temp=39.2C | Fault=None
→ Published: EVSE-001 | V=387.3V | Temp=21.7C | Fault=None
→ Published: EVSE-002 | V=408.6V | Temp=21.9C | Fault=None
→ Published: EVSE-003 | V=384.4V | Temp=44.5C | Fault=None
→ Published: EVSE-004 | V=404.9V | Temp=40.0C | Fault=None
→ Published: EVSE-005 | V=411.9V | Temp=31.1C | Fault=None
→ Published: EVSE-001 | V=406.2V | Temp=39.0C | Fault=None
→ Published: EVSE-002 | V=382.2V | Temp=25.2C | Fault=None
→ Published: EVSE-003 | V=418.2V | Temp=20.8C | Fault=None
→ Published: EVSE-004 | V=412.4V | Temp=22.0C | Fault=None
→ Published: EVSE-005 | V=396.1V | Temp=37.7C | Fault=None
→ Published: EVSE-001 | V=415.7V | Temp=31.6C | Fault=None
→ Published: EVSE-002 | V=385.7V | Temp=25.0C | Fault=None
→ Published: EVSE-003 | V=404.7V | Temp=27.0C | Fault=None
→ Published: EVSE-004 | V=415.4V | Temp=34.0C | Fault=None
→ Published: EVSE-005 | V=383.5V | Temp=36.8C | Fault=None
→ Published: EVSE-001 | V=389.1V | Temp=22.2C | Fault=None
→ Published: EVSE-002 | V=399.0V | Temp=38.5C | Fault=None
→ Published: EVSE-003 | V=415.1V | Temp=27.2C | Fault=None
→ Published: EVSE-004 | V=401.6V | Temp=29.0C | Fault=None
→ Published: EVSE-005 | V=416.4V | Temp=22.5C | Fault=None
→ Published: EVSE-001 | V=398.6V | Temp=44.3C | Fault=None
→ Published: EVSE-002 | V=333.7V | Temp=76.3C | Fault=F001_OVERHEAT
→ Published: EVSE-003 | V=392.5V | Temp=40.6C | Fault=None
→ Published: EVSE-004 | V=413.1V | Temp=36.8C | Fault=None
→ Published: EVSE-005 | V=387.3V | Temp=23.4C | Fault=None
→ Published: EVSE-001 | V=410.9V | Temp=43.0C | Fault=None
→ Published: EVSE-002 | V=416.2V | Temp=29.1C | Fault=None
→ Published: EVSE-003 | V=388.7V | Temp=31.0C | Fault=None
→ Published: EVSE-004 | V=417.5V | Temp=34.8C | Fault=None
→ Published: EVSE-005 | V=297.1V | Temp=68.9C | Fault=F002_UNDERVOLT
→ Published: EVSE-001 | V=395.0V | Temp=43.2C | Fault=None
→ Published: EVSE-002 | V=385.2V | Temp=29.9C | Fault=None
→ Published: EVSE-003 | V=391.7V | Temp=20.1C | Fault=None
→ Published: EVSE-004 | V=390.0V | Temp=22.3C | Fault=None
→ Published: EVSE-005 | V=418.7V | Temp=34.0C | Fault=None
→ Published: EVSE-001 | V=380.7V | Temp=38.4C | Fault=None
→ Published: EVSE-002 | V=384.7V | Temp=27.4C | Fault=None
→ Published: EVSE-003 | V=413.2V | Temp=26.7C | Fault=None
→ Published: EVSE-004 | V=393.3V | Temp=28.2C | Fault=None
→ Published: EVSE-005 | V=394.7V | Temp=33.2C | Fault=None
→ Published: EVSE-001 | V=399.1V | Temp=33.1C | Fault=None
→ Published: EVSE-002 | V=382.3V | Temp=39.5C | Fault=None
→ Published: EVSE-003 | V=403.6V | Temp=26.2C | Fault=None
→ Published: EVSE-004 | V=387.0V | Temp=36.1C | Fault=None
→ Published: EVSE-005 | V=406.3V | Temp=42.5C | Fault=None
→ Published: EVSE-001 | V=409.9V | Temp=27.2C | Fault=None
→ Published: EVSE-002 | V=415.3V | Temp=44.6C | Fault=None
→ Published: EVSE-003 | V=388.1V | Temp=27.3C | Fault=None
→ Published: EVSE-004 | V=419.2V | Temp=35.8C | Fault=None
→ Published: EVSE-005 | V=418.1V | Temp=32.8C | Fault=None
→ Published: EVSE-001 | V=395.9V | Temp=34.6C | Fault=None
→ Published: EVSE-002 | V=402.4V | Temp=24.9C | Fault=None
→ Published: EVSE-003 | V=403.5V | Temp=27.8C | Fault=None
→ Published: EVSE-004 | V=394.0V | Temp=42.9C | Fault=None
→ Published: EVSE-005 | V=399.2V | Temp=31.8C | Fault=None
→ Published: EVSE-001 | V=408.0V | Temp=35.0C | Fault=None
→ Published: EVSE-002 | V=397.6V | Temp=29.7C | Fault=None
→ Published: EVSE-003 | V=390.3V | Temp=43.5C | Fault=None
→ Published: EVSE-004 | V=384.7V | Temp=28.8C | Fault=None
→ Published: EVSE-005 | V=404.0V | Temp=32.0C | Fault=None
→ Published: EVSE-001 | V=414.3V | Temp=25.2C | Fault=None
→ Published: EVSE-002 | V=418.4V | Temp=37.7C | Fault=None
→ Published: EVSE-003 | V=388.9V | Temp=26.3C | Fault=None
→ Published: EVSE-004 | V=408.1V | Temp=31.5C | Fault=None
→ Published: EVSE-005 | V=394.2V | Temp=43.3C | Fault=None
→ Published: EVSE-001 | V=391.5V | Temp=42.2C | Fault=None
→ Published: EVSE-002 | V=394.3V | Temp=40.3C | Fault=None
→ Published: EVSE-003 | V=403.7V | Temp=38.2C | Fault=None
→ Published: EVSE-004 | V=406.0V | Temp=37.8C | Fault=None
→ Published: EVSE-005 | V=407.0V | Temp=26.1C | Fault=None
→ Published: EVSE-001 | V=403.4V | Temp=39.2C | Fault=None
→ Published: EVSE-002 | V=413.8V | Temp=34.5C | Fault=None
→ Published: EVSE-003 | V=390.4V | Temp=39.2C | Fault=None
→ Published: EVSE-004 | V=393.1V | Temp=24.8C | Fault=None
→ Published: EVSE-005 | V=406.8V | Temp=33.9C | Fault=None
→ Published: EVSE-001 | V=401.2V | Temp=21.6C | Fault=None
→ Published: EVSE-002 | V=382.7V | Temp=26.1C | Fault=None
→ Published: EVSE-003 | V=395.2V | Temp=28.6C | Fault=None
→ Published: EVSE-004 | V=409.7V | Temp=33.7C | Fault=None
→ Published: EVSE-005 | V=410.3V | Temp=44.2C | Fault=None
→ Published: EVSE-001 | V=403.7V | Temp=21.3C | Fault=None
→ Published: EVSE-002 | V=392.0V | Temp=31.5C | Fault=None
→ Published: EVSE-003 | V=403.5V | Temp=20.9C | Fault=None
→ Published: EVSE-004 | V=407.7V | Temp=40.6C | Fault=None
→ Published: EVSE-005 | V=399.5V | Temp=43.7C | Fault=None
→ Published: EVSE-001 | V=394.5V | Temp=30.7C | Fault=None
→ Published: EVSE-002 | V=418.6V | Temp=22.6C | Fault=None
→ Published: EVSE-003 | V=383.5V | Temp=21.6C | Fault=None
→ Published: EVSE-004 | V=402.0V | Temp=29.7C | Fault=None
→ Published: EVSE-005 | V=410.4V | Temp=39.9C | Fault=None
→ Published: EVSE-001 | V=389.5V | Temp=37.0C | Fault=None
→ Published: EVSE-002 | V=414.3V | Temp=27.8C | Fault=None
→ Published: EVSE-003 | V=402.9V | Temp=32.4C | Fault=None
→ Published: EVSE-004 | V=414.7V | Temp=42.8C | Fault=None
→ Published: EVSE-005 | V=406.4V | Temp=31.3C | Fault=None
→ Published: EVSE-001 | V=419.2V | Temp=21.4C | Fault=None
→ Published: EVSE-002 | V=387.7V | Temp=20.5C | Fault=None
→ Published: EVSE-003 | V=418.6V | Temp=20.6C | Fault=None
→ Published: EVSE-004 | V=403.2V | Temp=44.3C | Fault=None
→ Published: EVSE-005 | V=407.5V | Temp=43.1C | Fault=None
→ Published: EVSE-001 | V=403.3V | Temp=34.5C | Fault=None
→ Published: EVSE-002 | V=418.0V | Temp=30.6C | Fault=None
→ Published: EVSE-003 | V=415.7V | Temp=28.9C | Fault=None
→ Published: EVSE-004 | V=405.1V | Temp=23.0C | Fault=None
→ Published: EVSE-005 | V=409.6V | Temp=25.3C | Fault=None
→ Published: EVSE-001 | V=409.0V | Temp=20.9C | Fault=None
→ Published: EVSE-002 | V=391.3V | Temp=43.7C | Fault=None
→ Published: EVSE-003 | V=413.4V | Temp=44.5C | Fault=None
→ Published: EVSE-004 | V=382.7V | Temp=40.9C | Fault=None
→ Published: EVSE-005 | V=413.4V | Temp=25.7C | Fault=None
→ Published: EVSE-001 | V=396.5V | Temp=26.6C | Fault=None
→ Published: EVSE-002 | V=396.7V | Temp=20.0C | Fault=None
→ Published: EVSE-003 | V=402.5V | Temp=23.3C | Fault=None
→ Published: EVSE-004 | V=417.3V | Temp=38.8C | Fault=None
→ Published: EVSE-005 | V=419.3V | Temp=29.6C | Fault=None
→ Published: EVSE-001 | V=396.2V | Temp=43.3C | Fault=None
→ Published: EVSE-002 | V=398.3V | Temp=42.6C | Fault=None
→ Published: EVSE-003 | V=392.4V | Temp=36.9C | Fault=None
→ Published: EVSE-004 | V=396.2V | Temp=36.2C | Fault=None
→ Published: EVSE-005 | V=404.4V | Temp=33.0C | Fault=None
→ Published: EVSE-001 | V=397.7V | Temp=29.8C | Fault=None
→ Published: EVSE-002 | V=382.0V | Temp=40.7C | Fault=None
→ Published: EVSE-003 | V=394.0V | Temp=29.2C | Fault=None
→ Published: EVSE-004 | V=399.8V | Temp=40.4C | Fault=None
→ Published: EVSE-005 | V=409.6V | Temp=29.7C | Fault=None
→ Published: EVSE-001 | V=413.0V | Temp=25.8C | Fault=None
→ Published: EVSE-002 | V=413.5V | Temp=26.8C | Fault=None
→ Published: EVSE-003 | V=405.9V | Temp=35.3C | Fault=None
→ Published: EVSE-004 | V=384.8V | Temp=36.5C | Fault=None
→ Published: EVSE-005 | V=415.4V | Temp=32.5C | Fault=None
→ Published: EVSE-001 | V=387.5V | Temp=31.3C | Fault=None
